WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_LSTM
4.64,87.73,24.61,6.87,0.4194520824,-0.019999999999996,28.5,0.9077774785,87.2,0,28.88,1011.8,5.0,4.47,4.784274
4.47,88.86,24.38,6.05,0.4399391699,0.1000000000000085,27.6,0.8980275758,87.73,0,27.28,1012.0,6.0,5.02,4.6953545
5.02,87.86,24.11,0.69,0.4648420457,0.0499999999999971,28.0,0.8853936258,88.86,0,27.11,1012.6,5.0,4.68,4.938074
4.68,83.42,23.83,0.08,0.5649670034,-0.1400000000000005,28.7,0.8251134983,87.86,0,29.17,1012.7,5.0,4.09,4.47558
4.09,83.47,23.62,0.6,0.5045276238,0.0300000000000011,28.9,0.8633955506,83.42,0,29.5,1010.9,7.0,4.65,4.4245653
4.65,83.24,23.43,0.49,0.4786918579,0.0099999999999909,28.9,0.8779829754,83.47,0,28.94,1012.3,4.0,5.87,5.4058914
5.87,82.67,22.55,0.01,0.5060337641,-0.1299999999999954,28.4,0.8625136692,83.24,0,29.01,1011.8,1.0,5.77,5.6578817
5.77,81.92,21.83,0.01,0.5090414158,0.0400000000000062,28.2,0.860742027,82.67,0,28.12,1010.5,4.0,4.64,5.2927127
4.64,81.72,22.24,0.0,0.5195191119,0.019999999999996,27.7,0.8544588301,81.92,0,27.52,1010.6,3.0,4.96,4.5717483
4.96,80.6,20.82,0.0,0.3729877826,-0.0900000000000034,26.4,0.9278362539,81.72,0,28.15,1010.7,2.0,3.7,3.9547958
3.7,83.4,22.65,0.06,0.3632512305,-0.0099999999999909,29.3,0.9316912276,80.6,0,27.32,1010.9,3.0,3.57,4.00894
3.57,80.14,22.37,0.08,0.546101961,0.0,27.6,0.8377187166,83.4,0,28.48,1010.2,3.0,4.21,3.9537878
4.21,78.96,21.11,0.01,0.6142852001,-0.0600000000000022,26.8,0.7890840848,80.14,0,28.87,1009.6,3.0,3.61,4.170794
3.61,78.93,21.98,0.02,0.6717205893,-0.0400000000000062,27.2,0.7408045963,78.96,0,29.69,1009.4,3.0,3.26,3.6538932
3.26,79.51,22.48,0.03,0.6639262127,0.1000000000000085,28.0,0.7477980905,78.93,0,29.74,1009.3,3.0,3.11,3.8444993
3.11,80.18,23.13,0.03,0.7360970871,0.039999999999992,28.9,0.6768759697,79.51,0,30.18,1010.3,4.0,3.59,3.783141
3.59,80.3,22.36,0.01,0.596224875,0.0499999999999971,28.2,0.8028174752,80.18,0,30.01,1010.6,5.0,3.19,3.8471336
3.19,85.08,23.88,1.55,0.4399391699,0.0200000000000102,29.1,0.8980275758,80.3,0,29.91,1011.3,5.0,4.29,4.3888555
4.29,85.84,24.09,5.96,0.4555449072,0.019999999999996,29.1,0.8902128046,85.08,0,30.18,1011.8,6.0,4.06,4.1288757
4.06,83.84,24.05,6.06,0.584957675,-0.0499999999999971,29.3,0.811063819,85.84,0,30.45,1011.8,3.0,4.88,3.9369748
4.88,81.35,23.98,3.34,0.5735764364,-0.0200000000000102,30.0,0.8191520443,83.84,0,30.63,1010.8,3.0,4.67,4.9481125
4.67,79.26,22.32,0.87,0.5920131788,0.0500000000000113,29.7,0.8059282822,81.35,0,29.67,1010.8,2.0,5.11,5.1936445
5.11,75.31,20.57,0.0,0.5328762761,0.0299999999999869,26.9,0.8461931661,79.26,0,28.91,1011.1,1.0,4.02,4.43106
4.02,78.98,21.77,0.21,0.549022818,0.0400000000000062,27.6,0.8358073614,75.31,0,29.05,1011.7,5.0,4.31,4.372367
4.31,78.56,20.75,0.3,0.6279630576,-0.0100000000000051,27.7,0.7782431485,78.98,0,29.11,1011.9,4.0,4.96,4.6340046
4.96,82.08,21.93,0.53,0.5562956155,-0.0899999999999892,27.5,0.8309844693,78.56,0,29.11,1011.7,6.0,4.96,4.784877
4.96,79.94,22.23,0.54,0.4648420457,0.0099999999999909,27.5,0.8853936258,82.08,0,29.83,1010.7,3.0,4.83,4.7342196
4.83,79.41,21.83,0.06,0.5649670034,0.0100000000000051,28.7,0.8251134983,79.94,0,29.44,1010.7,6.0,6.06,5.219974
6.06,78.27,20.98,0.0,0.5620833779,-0.0100000000000051,29.4,0.8270805743,79.41,0,28.56,1011.1,2.0,5.58,5.790106
5.58,76.97,20.5,0.01,0.5606389946,0.0100000000000051,27.7,0.8280603346,78.27,0,29.17,1010.4,5.0,4.32,4.913144
4.32,79.14,22.17,1.63,0.4924235601,-0.0499999999999971,28.4,0.8703556959,76.97,0,29.09,1010.3,6.0,3.91,4.447788
3.91,80.19,23.49,2.51,0.5165333289,-0.0799999999999983,29.0,0.8562670846,79.14,0,30.56,1010.6,6.0,2.99,3.7409787
2.99,82.4,24.07,7.91,0.5313985795,0.0999999999999943,29.1,0.8471219214,80.19,0,29.81,1009.8,6.0,3.19,2.9786947
3.19,80.23,23.57,0.49,0.5948227868,-0.0499999999999971,28.9,0.8038568606,82.4,0,30.8,1011.1,5.0,3.03,3.7675064
3.03,83.37,25.01,4.87,0.08889429687,0.0,29.9,0.9960410654,80.23,0,30.03,1010.6,5.0,2.72,2.7476408
2.72,80.96,24.37,4.86,0.3729877826,0.0099999999999909,28.4,0.9278362539,83.37,0,30.29,1010.6,5.0,3.52,2.9215996
3.52,78.69,23.51,0.03,0.4461978131,-0.039999999999992,28.9,0.8949343616,80.96,0,30.02,1010.3,4.0,3.23,3.5282598
3.23,76.22,22.63,0.01,0.6507742173,0.0,28.0,0.7592713073,78.69,0,29.55,1009.6,1.0,3.46,3.5863748
3.46,73.7,21.4,0.06,0.6959127966,0.0100000000000051,28.1,0.7181262978,76.22,0,29.43,1009.4,5.0,2.86,3.2190144
2.86,75.97,23.18,0.18,0.523985906,0.019999999999996,28.3,0.8517269341,73.7,0,30.1,1010.4,5.0,2.08,2.719098
2.08,80.86,24.13,8.29,0.4399391699,0.019999999999996,28.6,0.8980275758,75.97,0,30.47,1010.4,6.0,3.18,2.7816367
3.18,80.68,23.32,1.5,0.6717205893,0.0400000000000062,29.1,0.7408045963,80.86,0,30.46,1011.3,6.0,4.73,4.035223
4.73,86.83,24.39,8.13,0.4694715628,-0.0900000000000034,30.1,0.8829475929,80.68,0,28.9,1010.5,6.0,4.81,4.793605
4.81,84.2,24.64,7.89,0.7512641335,-0.0600000000000022,28.9,0.660001668,86.83,0,30.84,1009.4,4.0,3.45,3.4422452
3.45,79.51,24.35,6.3,0.7313537016,0.1899999999999977,28.4,0.6819983601,84.2,0,30.86,1010.4,6.0,1.7,1.9096612
1.7,79.36,24.09,9.41,0.5105429179,0.1000000000000085,28.1,0.8598522716,79.51,0,30.21,1012.1,4.0,1.86,1.7583789
1.86,75.81,23.64,0.58,0.6441236298,-0.0900000000000034,27.9,0.7649214009,79.36,0,31.13,1013.2,1.0,2.35,2.5424252
2.35,72.75,23.84,0.06,0.8452618332,0.0799999999999983,29.1,0.5343523494,75.81,0,31.47,1011.9,3.0,1.82,2.0567806
1.82,72.22,21.58,0.05,-0.8319541221,-0.0300000000000011,28.4,-0.5548444274,72.75,0,30.23,1012.2,2.0,1.98,2.1840787
1.98,74.43,23.14,1.91,-0.3534748438,-0.1099999999999994,28.5,0.9354440308,72.22,0,30.64,1011.7,3.0,1.8,1.956269
1.8,78.97,25.3,6.56,0.8443279255,-0.019999999999996,28.1,0.535826795,74.43,0,30.86,1010.7,7.0,1.66,1.8957927
1.66,76.83,24.07,1.17,0.842452397,0.0899999999999892,27.6,0.538770785,78.97,0,31.33,1011.1,2.0,2.57,2.4240198
2.57,78.67,23.99,0.65,0.8059282822,0.0400000000000062,29.0,0.5920131788,76.83,0,31.03,1011.2,4.0,3.26,2.856182
3.26,77.44,23.46,0.45,0.79863551,0.0999999999999943,29.6,0.6018150232,78.67,0,31.4,1011.6,5.0,2.63,2.901286
2.63,80.2,25.03,0.75,0.6870875108,-0.039999999999992,31.7,0.726574671,77.44,0,30.44,1013.0,6.0,3.65,3.5342932
3.65,78.07,24.26,0.48,0.6481199011,-0.1500000000000056,29.6,0.7615383075,80.2,0,31.08,1012.4,3.0,3.36,3.5598974
3.36,76.88,24.4,0.17,0.6441236298,0.0100000000000051,29.3,0.7649214009,78.07,0,31.17,1011.0,4.0,3.93,3.3020453
3.93,76.86,23.96,0.24,0.6401096995,0.0699999999999931,29.7,0.7682835236,76.88,0,31.55,1011.0,2.0,3.77,4.246317
3.77,77.69,25.21,0.69,0.6427876097,-0.1099999999999994,30.6,0.7660444431,76.86,0,31.34,1011.3,5.0,3.57,3.577617
3.57,76.76,25.01,1.22,0.6032079877,-0.0699999999999931,29.6,0.7975839288,77.69,0,30.96,1009.9,5.0,2.78,2.9762795
2.78,75.37,24.7,0.41,0.546101961,-0.0499999999999971,29.2,0.8377187166,76.76,0,31.43,1009.6,4.0,2.05,2.4589558
2.05,77.39,25.19,4.48,0.09584575252,-0.0300000000000011,29.4,0.9953961984,75.37,0,31.35,1009.5,6.0,2.08,1.8666024
2.08,80.52,25.18,9.38,-0.6481199011,0.0099999999999909,29.4,-0.7615383075,77.39,0,30.6,1009.0,6.0,1.77,2.017193
1.77,80.26,25.67,4.84,-0.9472102777,0.0800000000000125,28.6,-0.3206129906,80.52,0,29.46,1009.3,6.0,1.33,1.7011487
1.33,78.9,25.72,3.28,-0.9918944426,0.0299999999999869,29.8,-0.1270646086,80.26,0,30.94,1010.3,6.0,1.6,1.5402849
1.6,80.93,26.33,2.44,-0.98450318,0.0300000000000011,29.4,-0.1753667261,78.9,0,30.21,1010.4,5.0,1.78,1.9747505
1.78,81.09,25.31,2.24,-0.6768759697,0.0100000000000051,28.9,-0.7360970871,80.93,0,30.41,1010.9,4.0,2.4,2.1897285
2.4,81.81,25.73,1.29,-0.9466492601,0.0,29.1,-0.3222656952,81.09,0,30.36,1011.1,4.0,2.62,2.9710846
2.62,82.1,25.63,2.21,-0.7193398003,0.0,29.7,-0.6946583705,81.81,0,30.65,1011.2,3.0,2.52,2.8590922
2.52,82.35,25.32,2.67,-0.7431448255,0.0,29.4,-0.6691306064,82.1,0,29.95,1010.9,4.0,2.67,2.7656724
2.67,77.42,26.2,1.11,-0.9900236577,-0.0699999999999931,29.0,-0.1409012319,82.35,0,31.06,1011.0,4.0,2.1,2.2748525
2.1,74.17,26.21,0.62,-0.9999939077,0.0099999999999909,29.9,0.003490651415,77.42,0,31.6,1010.4,4.0,1.89,1.6702865
1.89,71.17,25.18,0.16,-0.9900236577,-0.0600000000000022,29.9,-0.1409012319,74.17,0,32.48,1010.1,3.0,1.54,1.7465107
1.54,76.86,25.37,0.18,-0.9654726309,0.0700000000000073,29.2,-0.2605045086,71.17,0,31.11,1009.4,2.0,2.63,2.4080567
2.63,73.29,25.26,0.08,-0.822144041,0.019999999999996,29.1,-0.5692795234,76.86,0,32.04,1010.7,5.0,2.23,2.220561
2.23,76.0,24.99,0.04,-0.6652303547,-0.0499999999999971,29.2,-0.7466381823,73.29,0,32.03,1010.2,6.0,2.81,2.7286134
2.81,77.75,25.83,0.06,-0.822144041,-0.1000000000000085,28.9,-0.5692795234,76.0,0,31.66,1009.9,4.0,3.57,2.8858929
3.57,76.1,25.74,0.01,-0.8853936258,0.0300000000000011,29.6,-0.4648420457,77.75,0,31.96,1009.2,6.0,2.78,2.8999236
2.78,71.99,26.32,0.11,-0.9998476952,0.1300000000000096,30.1,0.01745240644,76.1,0,32.41,1010.5,4.0,1.72,1.6814028
1.72,73.12,25.07,0.23,-0.7132504492,0.1199999999999903,30.1,-0.7009092643,71.99,0,32.36,1011.0,4.0,1.6,1.7103548
1.6,73.18,25.0,0.02,-0.7156927337,-0.039999999999992,29.8,-0.6984152854,73.12,0,32.19,1011.8,4.0,2.03,1.934311
2.03,72.11,24.92,2.72,-0.9971851335,-0.019999999999996,30.6,-0.07497872683,73.18,0,31.73,1011.3,5.0,1.82,1.6210889
1.82,75.46,26.25,11.27,-0.6691306064,-0.0300000000000011,29.9,-0.7431448255,72.11,0,31.32,1011.2,3.0,1.31,1.5936521
1.31,74.65,26.04,10.77,0.8231363685,0.019999999999996,29.1,-0.5678437451,75.46,0,31.63,1011.2,3.0,1.66,1.7629279
1.66,78.64,26.47,12.94,-0.2973748741,0.039999999999992,28.4,-0.9547607995,74.65,0,30.7,1011.0,3.0,1.45,1.7810934
1.45,79.33,26.22,10.37,-0.9999984769,-0.0899999999999892,28.8,-0.001745328366,78.64,0,30.23,1011.5,5.0,1.58,1.6378839
1.58,81.12,26.36,12.26,-0.8694949295,-0.1600000000000108,29.4,-0.4939418666,79.33,0,30.31,1010.1,4.0,1.67,1.8644664
1.67,79.38,25.58,2.22,-0.9205048535,0.0700000000000073,29.4,-0.3907311285,81.12,0,30.78,1009.2,3.0,1.82,1.683888
1.82,77.35,26.21,2.32,-0.9809551553,0.1200000000000045,29.6,-0.1942343512,79.38,0,31.0,1010.0,3.0,1.73,1.6938938
1.73,77.59,26.22,3.84,-0.7975839288,-0.0900000000000034,29.6,-0.6032079877,77.35,0,31.43,1011.0,3.0,1.9,2.0615213
1.9,84.21,26.49,7.79,-0.6730125135,-0.0499999999999971,29.8,-0.739631095,77.59,0,30.48,1009.9,4.0,3.65,2.6464422
3.65,82.02,26.07,8.89,-0.7466381823,0.0699999999999931,29.2,-0.6652303547,84.21,0,30.24,1009.7,4.0,2.61,2.775075
2.61,78.33,26.46,5.45,-0.6454576877,-0.0999999999999943,29.3,-0.7637960286,82.02,0,31.55,1010.1,6.0,2.05,2.1971884
2.05,79.4,26.74,3.9,-0.549022818,-0.0499999999999971,30.4,-0.8358073614,78.33,0,32.02,1009.5,5.0,2.3,2.3159661
2.3,76.26,26.04,6.7,-0.5591929035,0.0999999999999943,30.1,-0.8290375726,79.4,0,32.63,1009.1,4.0,2.04,2.1407807
2.04,80.79,26.69,9.24,-0.9121201162,0.1099999999999994,29.7,-0.4099230338,76.26,0,30.95,1010.0,6.0,2.45,2.1513212
2.45,80.79,26.24,1.41,-0.8894163733,-0.0600000000000022,29.9,-0.4570979271,80.79,0,30.86,1011.0,4.0,2.5,2.852645
2.5,83.59,26.91,2.29,-0.7169106077,-0.0999999999999943,30.2,-0.6971651029,80.79,0,30.35,1010.1,5.0,3.46,3.103813
3.46,83.75,26.92,1.05,-0.860742027,-0.1700000000000017,30.4,-0.5090414158,83.59,0,30.5,1009.3,3.0,3.48,3.7067256
3.48,82.28,27.06,2.5,-0.5591929035,-0.0100000000000051,31.8,-0.8290375726,83.75,0,31.09,1006.9,5.0,3.5,3.3549676
3.5,81.11,26.86,7.54,-0.4131044298,0.1500000000000056,30.0,-0.9106836608,82.28,0,31.47,1007.9,5.0,2.97,2.8282552
2.97,79.67,27.01,5.72,-0.3255681545,0.0,29.7,-0.9455185756,81.11,0,31.54,1009.0,5.0,3.17,2.7666068
3.17,82.07,26.98,4.74,-0.5402403205,-0.0700000000000073,29.6,-0.8415107819,79.67,0,31.04,1008.6,6.0,2.99,3.4274724
2.99,81.01,26.85,4.75,-0.4430711908,0.0,29.9,-0.8964864304,82.07,0,30.94,1008.4,5.0,2.8,2.723162
2.8,81.58,27.04,17.5,-0.1650476059,0.0300000000000011,29.1,-0.9862856015,81.01,0,31.04,1008.0,7.0,2.15,2.2923517
2.15,83.9,26.48,12.58,-0.5299192642,0.1099999999999994,28.6,-0.8480480962,81.58,0,30.39,1009.1,4.0,2.37,2.4866023
2.37,82.56,26.44,4.7,-0.7836934573,-0.0300000000000011,29.4,-0.6211477803,83.9,0,31.2,1010.4,5.0,2.77,2.6427815
2.77,83.82,26.94,2.86,-0.8980275758,-0.0499999999999971,29.1,-0.4399391699,82.56,0,31.11,1009.8,4.0,3.46,3.0557718
3.46,84.23,27.28,0.38,-0.9466492601,-0.1700000000000017,30.4,-0.3222656952,83.82,0,30.54,1009.1,5.0,4.17,3.9213915
4.17,82.51,27.54,0.18,-0.8878153851,-0.0899999999999892,30.4,-0.4601997848,84.23,0,30.97,1007.3,4.0,3.91,3.9377522
3.91,80.52,26.89,0.28,-0.8309844693,0.0799999999999983,30.6,-0.5562956155,82.51,0,31.23,1006.6,2.0,3.75,3.7036774
3.75,80.8,27.22,0.97,-0.7581343362,0.1400000000000005,28.85,-0.6520984038,80.52,0,30.56,1007.3,5.0,2.64,3.116679
2.64,81.98,26.64,1.42,-0.5792811723,-0.0200000000000102,27.1,-0.8151277957,80.8,0,29.97,1011.6,2.0,2.59,2.626664
2.59,79.08,26.36,2.8,-0.2756373558,0.0,30.2,-0.9612616959,81.98,0,31.59,1008.9,4.0,2.66,2.4405584
2.66,77.05,26.02,2.17,-0.05407881298,0.0100000000000051,29.6,-0.9985366703,79.08,0,32.5,1008.0,5.0,2.63,2.5150223
2.63,81.39,26.58,11.94,-0.02094241988,0.0400000000000062,28.8,-0.9997806835,77.05,0,31.29,1008.6,6.0,2.6,2.4666605
2.6,83.7,26.21,5.74,-0.1719291003,0.0,28.6,-0.9851093262,81.39,1,30.33,1009.3,5.0,2.95,2.852848
2.95,84.62,26.67,4.35,-0.6586894601,0.019999999999996,29.4,-0.7524149089,83.7,1,30.08,1008.7,3.0,2.99,3.0101826
2.99,84.66,27.02,4.28,-0.7836934573,-0.1000000000000085,30.1,-0.6211477803,84.62,1,30.36,1008.7,5.0,2.5,2.9667003
2.5,83.42,26.84,4.24,-0.6743023876,0.0100000000000051,29.9,-0.7384553406,84.66,1,30.77,1008.4,5.0,2.6,2.7504992
2.6,82.8,27.02,3.54,-0.8079898839,0.0400000000000062,28.4,-0.5891963574,83.42,1,31.0,1008.2,6.0,2.53,2.6121554
2.53,86.18,26.96,5.46,-0.8553642602,-0.0100000000000051,28.2,-0.5180270094,82.8,1,29.54,1009.3,7.0,2.86,2.9559093
2.86,82.05,26.58,11.73,-0.6586894601,0.0400000000000062,29.4,-0.7524149089,86.18,1,29.92,1007.9,7.0,3.4,2.6405602
3.4,78.41,26.36,14.14,-0.8941542368,0.0,28.7,-0.4477590878,82.05,1,31.69,1008.5,7.0,2.06,2.1585696
2.06,83.17,26.32,10.62,-0.5504807401,-0.0200000000000102,28.9,-0.8348478633,78.41,1,30.21,1009.1,7.0,1.85,2.3523445
1.85,78.86,26.1,16.56,-0.7901550124,-0.0099999999999909,28.6,-0.6129070537,83.17,1,30.95,1007.8,6.0,1.47,1.4862466
1.47,86.25,26.18,50.28,-0.9426414911,-0.0799999999999983,28.4,-0.3338068592,78.86,1,28.67,1008.5,7.0,1.92,2.2920723
1.92,86.94,25.96,22.9,-0.2181432414,-0.0800000000000125,27.6,-0.9759167619,86.25,1,29.11,1008.0,7.0,3.29,2.8390734
3.29,84.75,26.06,14.86,-0.9989705698,-0.039999999999992,28.4,0.04536298813,86.94,1,29.94,1007.0,7.0,2.85,3.0244699
2.85,85.27,25.91,39.84,-0.5990235985,0.0799999999999983,28.9,0.8007313709,84.75,1,29.82,1006.7,7.0,3.73,3.3032274
3.73,85.99,24.78,103.99,-0.7615383075,-0.0999999999999943,26.1,0.6481199011,85.27,1,28.16,1007.6,8.0,5.75,5.7024636
5.75,87.94,26.26,46.09,-0.999390827,-0.220000000000013,25.9,-0.0348994967,85.99,1,27.73,1006.6,8.0,9.63,9.786626
9.63,84.28,26.73,27.6,-0.9788673888,0.0800000000000125,28.6,-0.2044960518,87.94,1,29.01,1004.3,7.0,7.78,7.567953
7.78,85.68,27.04,20.81,-0.8270805743,0.0499999999999971,28.9,-0.5620833779,84.28,1,29.22,1004.2,6.0,6.94,7.0915923
6.94,86.61,26.82,8.9,-0.7705132428,0.1400000000000005,29.2,-0.6374239897,85.68,1,29.36,1005.9,7.0,7.86,7.470735
7.86,84.42,26.69,16.74,-0.875464527,0.0900000000000034,29.4,-0.4832823833,86.61,1,29.48,1006.8,7.0,6.24,7.1397915
6.24,87.43,27.21,5.17,-0.8090169944,0.0799999999999983,28.9,-0.5877852523,84.42,1,29.15,1007.2,7.0,5.69,6.052276
5.69,88.49,27.19,3.88,-0.8069603121,0.0999999999999943,29.8,-0.5906056676,87.43,1,29.31,1008.3,7.0,5.61,5.806611
5.61,88.84,27.27,3.25,-0.906307787,0.0100000000000051,29.6,-0.4226182617,88.49,1,29.29,1009.7,5.0,5.95,5.7195816
5.95,89.0,26.56,10.31,-0.8048937974,0.0099999999999909,28.4,-0.5934188866,88.84,1,29.05,1009.9,6.0,7.36,5.9099016
7.36,85.19,26.47,4.63,-0.9271838546,-0.0899999999999892,29.5,-0.3746065934,89.0,1,29.53,1009.9,6.0,6.56,6.67848
6.56,87.08,26.89,4.78,-0.9218631516,-0.0300000000000011,29.3,-0.3875155865,85.19,1,29.22,1009.1,4.0,6.01,6.3233523
6.01,87.53,26.1,23.35,-0.8902128046,0.0899999999999892,30.1,-0.4555449072,87.08,1,28.79,1008.9,7.0,6.44,6.1872063
6.44,84.77,25.75,17.14,-0.930417568,0.1300000000000096,27.0,-0.3665012267,87.53,1,28.49,1010.0,7.0,5.88,5.871536
5.88,83.2,25.54,4.21,-0.9499720515,-0.1899999999999977,28.0,-0.3123349185,84.77,1,29.11,1010.2,7.0,6.03,5.9498186
6.03,85.43,25.91,13.91,-0.9297764859,-0.0300000000000011,28.4,-0.3681245527,83.2,1,28.89,1009.1,6.0,6.16,6.3248544
6.16,86.64,26.12,6.43,-0.9650164945,0.0499999999999971,29.6,-0.2621891786,85.43,1,28.82,1009.1,7.0,5.53,6.1393485
5.53,85.41,26.18,4.35,-0.9510565163,0.0499999999999971,29.9,-0.3090169944,86.64,1,28.88,1009.6,6.0,5.09,5.7768545
5.09,86.19,25.98,1.32,-0.9048270525,-0.0400000000000062,29.2,-0.4257792916,85.41,1,28.74,1010.1,6.0,5.74,5.5526423
5.74,86.45,25.97,1.41,-0.8845809752,-0.059999999999988,30.1,-0.4663866403,86.19,1,28.57,1008.8,5.0,5.41,5.7881355
5.41,86.66,26.26,3.51,-0.8917975296,-0.0300000000000011,29.2,-0.4524347093,86.45,1,29.12,1007.9,6.0,6.57,5.894848
6.57,84.29,26.33,2.94,-0.7771459615,0.0499999999999971,29.4,-0.629320391,86.66,1,29.23,1008.4,6.0,6.13,6.1337323
6.13,83.17,26.0,1.1,-0.6959127966,0.0300000000000011,29.4,-0.7181262978,84.29,1,29.33,1009.0,6.0,5.75,5.992064
5.75,86.69,25.96,8.96,-0.5620833779,0.0099999999999909,28.9,-0.8270805743,83.17,1,29.01,1009.1,6.0,6.37,5.9109616
6.37,89.48,26.4,12.27,-0.7241718614,0.0300000000000011,27.5,-0.6896195437,86.69,1,28.36,1009.7,7.0,6.36,6.2948046
6.36,89.37,26.21,7.66,-0.7738402097,0.0300000000000011,28.0,-0.6333808726,89.48,1,28.68,1010.3,6.0,5.62,5.771351
5.62,86.34,25.63,6.71,-0.8886172327,0.0600000000000022,27.6,-0.4586495545,89.37,1,28.61,1010.6,6.0,5.68,5.473011
5.68,87.05,25.87,3.26,-0.8941542368,0.0,28.9,-0.4477590878,86.34,1,28.03,1010.9,6.0,5.38,5.8940043
5.38,90.11,25.75,10.47,-0.8377187166,0.0100000000000051,29.1,-0.546101961,87.05,1,27.97,1011.0,6.0,5.53,5.7543454
5.53,88.89,25.62,5.88,-0.8878153851,0.039999999999992,28.0,-0.4601997848,90.11,1,28.15,1010.6,6.0,5.91,5.4765553
5.91,88.35,25.7,1.51,-0.940288127,-0.0799999999999983,29.8,-0.3403795502,88.89,1,27.93,1010.9,6.0,6.0,6.3268576
6.0,85.41,26.01,0.86,-0.9895257891,-0.1299999999999954,29.8,-0.144356201,88.35,1,28.78,1009.7,6.0,7.0,6.749261
7.0,86.36,25.78,2.26,-0.9781476007,-0.1099999999999994,29.1,-0.2079116908,85.41,1,28.29,1009.0,7.0,6.85,7.1383333
6.85,87.14,25.59,7.77,-0.9198214973,-0.0600000000000022,29.6,-0.3923371166,86.36,1,28.32,1007.8,7.0,6.46,6.8681507
6.46,85.67,24.93,3.72,-0.9568135841,0.0600000000000022,28.9,-0.2907021936,87.14,1,27.61,1007.0,6.0,6.26,6.2493773
6.26,86.33,24.71,3.6,-0.9449489122,-0.0300000000000011,28.4,-0.327217899,85.67,1,28.06,1007.2,6.0,6.53,6.005094
6.53,86.06,25.11,5.11,-0.9488760116,-0.0100000000000051,28.9,-0.3156490369,86.33,1,27.45,1007.2,6.0,7.26,6.9194756
7.26,86.53,24.99,4.67,-0.9719610006,0.0100000000000051,27.5,-0.2351421131,86.06,1,27.74,1006.8,7.0,6.67,6.6781006
6.67,84.97,24.68,1.64,-0.9986295348,0.1299999999999954,29.1,0.05233595624,86.53,1,27.78,1007.2,6.0,6.8,6.4672446
6.8,85.37,24.68,1.23,-0.9890158634,0.0200000000000102,29.0,0.1478094111,84.97,1,27.68,1008.4,7.0,7.34,6.5293083
7.34,86.9,24.6,2.45,-0.9961946981,-0.0900000000000034,29.1,0.08715574275,85.37,1,27.79,1007.9,6.0,6.29,6.5337877
6.29,87.94,25.16,0.6,-0.9999756307,0.039999999999992,28.6,0.006981260298,86.9,1,27.92,1007.4,6.0,6.27,6.176615
6.27,89.26,25.15,0.38,-0.9979156183,0.0300000000000011,28.4,-0.06453230825,87.94,1,27.62,1008.3,6.0,5.61,6.114334
5.61,89.36,25.22,1.94,-0.9645574185,-0.0499999999999971,28.9,-0.26387305,89.26,1,27.66,1009.0,5.0,5.4,5.7358065
5.4,92.33,25.37,3.54,-0.8633955506,0.0499999999999971,28.6,-0.5045276238,89.36,1,27.33,1007.9,6.0,5.12,5.248457
5.12,91.76,25.41,4.93,-0.860742027,0.0499999999999971,29.2,-0.5090414158,92.33,1,27.49,1008.8,7.0,4.64,4.8859935
4.64,90.83,25.44,1.57,-0.9739759673,-0.0099999999999909,29.4,-0.2266513074,91.76,1,27.78,1009.3,5.0,4.96,5.109375
4.96,87.99,25.42,0.89,-0.9931706495,-0.0799999999999983,29.2,-0.1166707371,90.83,1,28.74,1008.9,3.0,5.71,5.168672
5.71,88.47,24.93,0.35,-0.9921147013,0.0300000000000011,29.5,-0.1253332336,87.99,1,28.74,1007.8,4.0,4.91,5.071015
4.91,84.84,25.45,0.3,-0.99505557,0.019999999999996,29.4,-0.09931974974,88.47,1,28.69,1008.7,4.0,3.69,4.685509
3.69,86.31,25.36,0.51,-0.9884938868,0.0100000000000051,29.4,0.1512608202,84.84,1,28.28,1008.4,4.0,5.16,3.6457913
5.16,86.86,25.29,0.22,-0.9943379441,0.0,29.0,-0.1062640713,86.31,1,28.89,1009.1,3.0,4.99,4.9909163
4.99,91.11,25.17,0.19,-0.9900236577,-0.0400000000000062,29.4,-0.1409012319,86.86,1,28.37,1009.2,4.0,5.16,4.981789
5.16,88.47,24.95,0.29,-0.9588197349,0.0400000000000062,29.0,-0.2840153447,91.11,1,28.67,1009.0,5.0,4.58,4.6349716
4.58,83.84,25.52,1.81,-0.9384930228,0.0899999999999892,29.6,-0.345298199,88.47,1,28.23,1009.2,6.0,5.6,5.3625717
5.6,84.84,24.95,7.2,-0.9488760116,0.0100000000000051,29.8,-0.3156490369,83.84,1,28.6,1009.3,6.0,6.26,5.774444
6.26,83.57,24.69,3.09,-0.9947028171,-0.019999999999996,28.1,-0.1027925368,84.84,1,28.0,1009.4,6.0,6.45,6.1918397
6.45,89.18,24.58,4.81,-0.9040825497,-0.0900000000000034,28.8,-0.4273578634,83.57,1,27.86,1009.1,5.0,5.13,5.571695
5.13,87.44,25.27,2.57,-0.9989705698,0.0100000000000051,28.7,-0.04536298813,89.18,1,28.18,1008.7,6.0,5.37,5.2249775
5.37,85.75,24.71,0.35,-0.9999756307,-0.0400000000000062,28.1,0.006981260298,87.44,1,28.45,1010.0,4.0,5.0,5.0418653
